Geneid,SRX529234,SRX529235,SRX529236,SRX529237,SRX529238,SRX529239,SRX529240,SRX529241,SRX2656779,SRX2656780,SRX2656781,SRX2656782,SRX2656783,SRX2656784,SRX3343296,SRX3343297,SRX3343298,SRX3353470,SRX3353471,SRX3353474,SRX3353475,SRX4965409,SRX4965411,SRX4965412,SRX5029495,SRX5029496,SRX5562272,SRX5562273,SRX5562274,SRX5562275,SRX9633997,SRX9633998,SRX9633999,SRX9634004,SRX9634005,SRX9634006,SRX9634007,ERX4581842,ERX4581846,ERX4581839,ERX4581843,ERX4581847,ERX4581840,ERX4581848,ERX4581841,ERX4581845,ERX4581850,ERX4581854,ERX4581858,ERX4581855,ERX4581851,ERX4581859,ERX4581852,ERX4581856,ERX4581860,ERX4581853,ERX4581857,ERX4581861,SRX10828565,SRX10828566,SRX13376825,SRX13376826,SRX13376837,SRX13376838,SRX13376839,SRX13376840,SRX13376841,SRX13376843,SRX13376844,SRX13376845,ERX7722950,ERX7722951,ERX7722953,ERX7722954,ERX7722955
SAOUHSC_00001,0.19186424930838797,0.2780011910652931,0.3006466351257906,-0.4571373269399164,0.15649069181412578,-0.31328203007928934,0.2569308301186908,0.16932288359637404,0.5353583023008444,0.6056720505072448,-0.022454753892525048,0.022454753892525048,-0.08022037100274115,0.8142479866670111,-0.10071840749972338,0.030990927139690427,0.06972748036003473,0.0443222388926543,-0.044322238892656074,1.355280185728823,1.3038540657054245,,,,,,0.3464636019819842,0.5514187882132902,-0.20815540963296542,0.2081554096329672,0.1217916030420696,-0.27943381217984786,0.10802475878200113,-0.013850944267874254,0.06346839462365317,0.127164069360429,0.3594162127296716,0.16910081017113576,-0.169100810171134,0.1245510198345201,-0.10520910519800353,-0.11503188980081624,0.4704841931170858,0.476626420681189,0.32565830669577167,0.1415942030608246,0.04920082658559366,0.04651676704715868,0.009751503304595843,0.2423304681425602,-0.01115636646673579,-0.04431136698519289,0.3070395496896623,-0.01308991386380498,0.08796126572761231,0.12738372133938292,0.20616350542809592,0.04874647466136217,,,0.016355180075082743,-0.016355180075082743,-0.25983950228032704,-0.2527895740433479,0.07956189561188509,0.017634175851561906,-0.039002370638071326,-0.24030426438988428,-0.20976230397214657,-0.3052721923625139,0.47089415725784,0.015377525414516313,0.009173547334746956,0.07254705826760244,-0.0817206056023494
SAOUHSC_00002,0.29457740658873277,0.20932465814402512,0.2041231681638358,-0.31080503882869337,0.10668187066485757,-0.04846581899759883,0.15016996745187505,0.1722768924892577,0.6044823139428637,0.6817170160284594,-0.037978193433831464,0.03797819343382969,-0.09105178544982984,0.6142231009840948,-0.18939670976253176,0.08776283446607636,0.10163387529645895,0.0696838158126809,-0.06968381581267913,1.2897192076822819,1.2762609428802243,,,,,,0.3964661018632025,0.29847739743963153,-0.18167526383503407,0.18167526383503407,-0.04208239791911339,-0.1553848499035535,0.034429822525424925,0.023644935755809726,0.13939248954143046,0.21784218931140487,0.42540969112553206,0.15346646076109938,-0.15346646076109938,0.8478741402721708,0.17891892088799732,1.0150480184370148,1.3532963367608337,1.3323030299156686,0.4287393765440095,0.4271188337778442,0.8623144397851688,1.5494022556484888,1.312261006007053,1.16826296982038,1.0942824088443706,1.1774157847872209,0.9186412678393099,1.1651785938324783,1.2730988632698752,1.5543260221692288,1.2517828109083018,1.1299799138766717,,,0.14951366182648762,-0.14951366182648584,-0.014498268056589936,-0.43813970840887606,0.3357591130865494,-0.045843581712826875,0.2561433620956617,1.1032619233659844,1.1620074123693467,1.0675747622799694,0.032037554792362144,0.0660057596382071,0.054107387239721305,-0.05256027277950892,-0.0015471144602123843
SAOUHSC_00003,0.1446716760851885,0.056996351110038646,0.024143067657570683,-0.17107409443181432,0.14693102677424363,-0.9209910209795549,0.16784127777507507,0.4206187363356566,-0.03694527567996175,0.4911077428899855,0.0872177056903709,-0.08721770569037268,0.01401481850392905,0.6144843578789541,-0.15535141815878006,0.08292578069258649,0.0724256374661918,-0.14281700380867157,0.14281700380867157,1.672354835333488,1.5848900533877721,,,,,,0.5428479366579193,0.4125094807863725,-0.09594871159564367,0.09594871159564455,-0.137643884970581,-0.20567766492330097,-0.3536266280534486,0.33013797420202806,0.36681020374529894,0.7707580800280596,0.9422869781742378,-0.032055426384168584,0.03205542638417036,0.4971342168649002,0.30149576827319,0.03024813791118497,-0.09458452495081104,-0.10924830190356083,-0.8718097542293668,-0.4322709115635792,-0.500795233486997,0.2917625888734019,0.05242337592799906,0.5144743053597534,-0.21790286727171804,0.2036066197220734,-0.4228810369855296,0.12460496094602291,0.31983090074393594,0.6258859153621952,0.30230604484856194,0.1956562328649447,,,-0.014169993438613915,0.014169993438613915,-0.687503127672553,-0.9523264730005963,-0.38676557782620513,-0.6288678629717115,-0.6900516126357825,-0.03452140587796215,-0.030986077768949016,0.05746465725411909,0.22141267450908586,0.008744124100996231,-0.06338070213981517,-0.08066080421637167,0.14404150635618151
SAOUHSC_00004,0.09256926362464313,-0.015704004593692034,0.10244197061058102,-0.223427359095135,0.12098538848455398,0.7248143204405881,0.30878296973485675,0.3783187849255292,-0.5348556220833434,-0.06392816252665767,-0.03892289055927556,0.03892289055927556,0.051695991952316334,0.49864107689428216,-0.06488309768356082,0.09468515379916909,-0.02980205611560649,-0.04847564469640453,0.048475644696406306,1.4606274717358758,1.2214214311917075,,,,,,0.38929470737524063,0.27133222075708296,-0.18930193584072974,0.18930193584072974,-0.14778853009561033,-0.321371383848005,-0.41832786548767675,0.37914418018788343,0.5083435992434095,0.7646279081072267,1.0499499238874987,0.22334905970123486,-0.22334905970123664,-0.07128487659635852,0.33040109523122396,-0.29463233019814794,-0.45824153167198034,-0.5087807040309347,-0.33213358498501044,-0.48196035514565594,-0.20552855081838928,-0.04928874839173325,-0.45705434578598414,-0.12095776740338948,-0.03337570378188737,0.005065847016794578,-0.16570353415158223,-0.263419985541562,-0.1827139259145234,0.0444108566688719,-0.04770613680785196,-0.4781679085188397,,,-0.009320391882654988,0.009320391882656764,-0.19656660595877362,-0.3102105703703497,0.050519219437198615,0.02134943860814076,0.04668702520874213,0.7273313615871082,0.915175173088068,0.8398900829433629,0.19552701790969884,-0.011058006844198331,0.03608531754803579,0.05953885151602201,-0.09562416906405957
SAOUHSC_00005,-0.11319530382989473,-0.17917474706679037,-0.0562729646673672,-0.012763829601395216,0.06903679426876064,1.3949922753567305,0.2782574609161399,0.1299723681374294,-0.012646574923811826,0.04205946395802229,-0.0284530644246086,0.0284530644246086,-0.02313004672404162,0.46772336637214806,-0.06355027351070497,0.016719865559247538,0.04683040795145743,-0.08199130903615348,0.0819913090361517,1.2366086402007195,1.0164072902353478,,,,,,0.5533656833665228,0.1371176287749707,-0.15931300150304128,0.15931300150304217,-0.02241538072991922,-0.38420685575797453,-0.27738587338885345,0.24890239413007365,0.4351057157466709,0.7433497600080319,1.01838997288338,0.2696801729297196,-0.2696801729297196,-0.20866864462990087,0.3361949114131182,-0.6053783674939446,-0.6008999148117411,-0.6815648870752966,-0.11585502555162108,-0.29222508677552383,-0.3278009869702476,-0.4046694178470158,-0.5849062046337075,-0.3329466643023604,-0.16239769649511615,-0.06777169704229813,-0.25573091500654854,-0.4333317262584089,-0.09080232369519692,-0.4330854544064131,-0.13647530902452765,-0.4239381384240435,,,-0.07805385201012793,0.07805385201012793,1.3747181481839066,1.2580312280107941,1.6169072838852712,1.5471162356600106,1.5133661851867517,1.1279229343440216,1.1733077869353226,1.4092012441552546,0.1902394607600879,-0.24508291335195764,0.06768671515295033,0.10791910819314587,-0.17560582334609443
SAOUHSC_00006,0.06607189199032693,0.0606216792145684,-0.09558947561664244,-0.06931907833713602,0.16490855395378023,0.6981504846703537,0.12126836991212464,0.3834936700112621,-0.49933035982951246,-0.09811307900331201,0.001780948593147258,-0.001780948593147258,-0.02075203304167239,0.3089123796765385,-0.09420332016004451,0.05654138239556339,0.037661937764481124,-0.0560998737735634,0.05609987377356518,1.1694890592608793,1.0166610380758954,,,,,,0.6727258138532024,0.24113582112174292,-0.11228289659894752,0.11228289659894841,-0.27608920946948423,-0.2801298986039278,-0.1398874211558141,0.2675937153732253,0.42851281385600437,0.6839977384122289,0.9292263367999531,0.3675182034510627,-0.3675182034510618,0.4678090664067902,0.4900022986307526,0.2102915795655651,0.14851218662552945,0.16711049358954888,0.30840576964326516,0.17284286456962228,0.45617681316207737,0.7168944061427904,0.4143260073126953,0.38414920291197063,0.5096871108047552,0.6788839030408447,0.41880554566912664,0.46966134362159195,0.5512684962727548,0.7717161054606514,0.579046388773321,0.18189195320362295,,,0.10447479284131944,-0.10447479284131944,0.32497933939146506,0.1856188174011617,0.5774471660934886,0.36658749593212114,0.33214059991693645,0.8896178629001579,1.0230803647947706,1.0573714525996945,0.32884983501554466,-0.034103789762466974,0.10386036050164194,0.0731624591941209,-0.17702281969576106
SAOUHSC_00007,0.11132868880432678,0.270904819610017,-0.04395099341782238,-0.22213322773590427,0.26608422115372665,-0.17060481088893287,0.23695240112301086,0.24821510291516802,-0.14994777641019486,-0.3360941276755387,0.06351480106999219,-0.06351480106999041,-0.3343653830265705,-0.62485623562978,0.20473546112867513,-0.1304503513743649,-0.07428510975431024,-0.12393927108752933,0.12393927108753022,-0.8998281335418863,-0.39778623089867526,,,,,,0.3335454580972925,0.4066987691656099,-0.14444542498931945,0.14444542498931856,-0.935411912208032,-1.0735279377372295,-1.007631152249595,1.4486894296497885,1.567881572545068,-0.5551723697391528,-0.34691425785015895,-0.40581442392233313,0.40581442392233313,0.017566564663566986,-0.22086125737219753,1.144077370842865,0.5282371011630831,0.5747949730839945,-0.017307881164374095,0.003042039846217648,1.529830496004326,0.8357948480584643,1.3929647144692856,1.063334737096767,0.9585979988841569,0.9444924178686032,1.2526573643499805,1.130247288311491,0.8053838794727559,1.3347280833287023,0.6996363909948817,0.840029062797071,,,-0.29177313178185305,0.29177313178185393,-1.0294285080007803,-1.2938873473605916,-1.8733286679851329,-1.3263967511309867,-1.3849690720510868,-1.5461462377526027,-1.385227548965399,-1.4053064727200564,-0.6093310884632226,-0.6327085261055938,1.1124475928135826,-0.8606886236927958,-0.2517589691207851
SAOUHSC_00008,-0.0028074183539885667,0.1592182658593,-0.3804555020534486,0.15138802041275579,0.22906748164069235,-0.44634107100446885,0.1965902037202203,-0.19732882399270135,1.4188064717419921,0.922587540234622,-0.07264999947918405,0.07264999947918405,0.09553189972013776,0.25536236361240583,-0.1874026432710676,-0.0022050416792946947,0.1896076849503623,-0.329104057690897,0.32910405769089657,-0.3182321035721998,0.47564818073738735,,,,,,-0.005740384589383307,0.16321464224124904,0.29797637039207236,-0.29797637039207236,-0.4218421988045531,-0.5413301628705476,-0.5369608454723478,0.9242942465989357,0.5758389605485155,-1.1391649351564848,-1.160795551814073,0.28833268764304965,-0.28833268764304965,0.24258480168965058,0.2570447271447467,0.10395544399722745,-0.7113550553671089,-0.7148781967908158,-0.7742480490647106,-0.8032098040458941,-1.5821001852848755,-0.9151693738227378,-0.8510483734821697,-1.1532858281015157,-1.4114269481560737,-0.8076673380765569,-1.6189540075516446,-1.2989085348894318,-0.5924402361745358,-1.5684019905078879,-1.6556164182686794,-1.5441565745259958,,,-0.05965738021675593,0.05965738021675593,0.6744525611401997,0.8103660025102668,0.41125157736991813,0.9915791374649832,1.126113127344471,4.091013004984328,4.172966904442034,4.177547127813669,0.29450592953352395,0.20463919641542017,-0.5676741216638428,0.33598224695168977,0.23169187471215302
SAOUHSC_00009,0.031479015927791565,0.15135954570297816,-0.001462059994375764,-0.15872706491255695,0.1601891249069336,-0.41137275093164316,0.12425565958022133,0.23573904029128379,-1.279641670655809,-1.1051916256584233,-0.05303705388461388,0.05303705388461388,0.34042571481611894,0.12167472652742362,-0.2245176384179004,0.0465444162169657,0.17797322220093648,-0.2833468041122602,0.2833468041122593,-0.5064758469405168,-0.17719966683728305,,,,,,0.5095256827293628,0.3045155574894931,-0.0467805600066864,0.04678056000668729,-0.1929374488664628,-0.24264191936176438,-0.4991002710705672,0.4251290637612364,0.5095505755375633,-0.5407008012196313,-0.41002533007293884,-0.05247424634610098,0.05247424634610098,0.6857346396321997,0.43840927985916345,0.4816035371208063,0.8659939997732398,0.8451698753224761,0.36964795487127766,0.3696144262418688,0.3125727153996163,0.4481696130683961,0.5681281078871905,0.31276791433124274,0.22923450809391177,0.41741557794813744,0.19492250507886055,0.3833224027959261,0.6904359503138338,0.4745844872573102,0.3405605074264937,0.46030408938813316,,,-0.12690671772372664,0.12690671772372752,1.3528292001691078,1.1410984110491942,1.176691635812606,1.1457550018650196,1.328059840910024,1.033152473878971,1.1014956171523842,1.036297898072652,0.08309041745774337,-0.49564224063574436,0.3738247004220323,-0.008027910708397812,-0.3657967897136345
SAOUHSC_00010,-0.049635300529683235,0.01063418209874012,0.13510485150992046,-0.31072856972345075,0.1756237182135294,0.2907681087268914,0.20569393089959043,0.27475252434014497,-0.05304494835237428,-0.7260144009550329,-0.08546423714156859,0.08546423714156948,-0.36540646505317387,-0.3354914521158596,-0.5488261542788777,0.3349028519973638,0.21392330228151213,-0.16125786725113445,0.161257867251134,-0.17602720375380887,0.3592468501382582,,,,,,0.35024668527965463,0.3950399031650864,-0.1507632183197849,0.1507632183197849,0.3924486033477428,-0.3486518771116658,-0.18580168926691165,-0.04482104377001406,0.18682600680084827,-0.8925308496517905,-0.8513362644159219,-0.1320500090810217,0.1320500090810217,-0.0035094551936358798,0.04067325891027096,-0.197617291633164,0.2981249788528251,0.6871764154679134,-0.16360773726087974,0.3092767018413456,0.7072050491024573,0.5002733830344885,0.2860696547190331,0.7289247400592247,-0.011419499983980508,0.4197036327837713,0.5855769521437422,0.2695267761621123,0.35524222889758583,0.38596785345785367,0.21153983361984263,0.3790436989914321,,,-0.01169674959713074,0.01169674959713074,2.4497564152765197,2.290515871512685,2.265063351248812,2.022134598657206,2.1888755763583188,-0.256034874086585,-0.3208581136172066,-0.3675076360166116,-0.16378760811981863,0.21921225539191624,-0.2900883462291315,0.06629546196323588,0.22379288426589383
