Geneid,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18
SAOUHSC_00001,-0.0019059098236484434,0.0006695205452891678,0.010743569088246412,-0.0033128379917766767,-0.027191654420103625,-0.0013137684996259449,0.023343523681715266,-0.00676992100948812,0.0067767239668164465,0.022891966148111217,-0.01347466643735141,0.004077017680295616,-0.0009718487073881032,0.007429431622558453,-0.0028556919863808863,0.004709119874651195,0.005896741775860297,0.009465511867037636,0.014335585390681528
SAOUHSC_00002,-0.006881667480202743,-0.00030315736017314914,0.007208487607178706,0.0033055421187741536,-0.021894265914258405,-0.004725109186462272,0.018461860473619657,-0.002588766130883923,0.005454746080494417,0.021949695996627022,-0.015758448942805724,0.0011070193677537076,-0.0004447477870338099,0.007987265028417435,0.005026447931822674,3.793014206886326e-05,0.01657600479009039,-0.00038833039738046,0.010293621182999469
SAOUHSC_00003,-0.00652071285177308,-0.011827354971564435,0.009279768074373272,0.0026514422863048795,-0.020123441075921247,0.0032613392833947207,0.01639105340099072,-0.004597900703329296,0.012076092411052505,0.027632321896336846,-0.008928587414784575,-0.004411620657226291,0.007105027240402728,0.011435029368565325,-0.006359493975201238,0.0013566685993552702,0.010006575645684357,-0.00992480616598015,-0.0013512619327957877
SAOUHSC_00004,-0.006823680817562277,-0.007737299528257969,0.006081672662475062,0.0013289106571599783,-0.013195723158322266,-0.0018546263030683457,0.01190386614404137,-0.00847209230816047,0.002703251753524349,0.026456522788734706,-0.015224470750660293,0.01348026285183757,0.00948502596946818,0.012269740890323656,0.0003544043590012489,0.002837091317195783,0.015917387937905,-0.007788436000640079,0.0033393155503398594
SAOUHSC_00005,-0.0011979974953062833,-0.004842219161755071,0.005656452750917889,-0.006063233218147527,-0.005421690265190278,-0.005326823993466478,0.009863748347961977,-0.005189887791054213,0.006118885573096372,0.023665745012261357,-0.01375126345167922,0.014103621661465482,0.014292178554958077,0.012116006928798731,0.02005229455162972,0.0005468767666991149,0.010161370485766843,-0.014237848685405275,-0.003448652738661296
SAOUHSC_00006,-0.005011615560504807,-0.0067343407126591315,0.0009864828524343756,0.0019106075097876523,-0.01720940159032205,-0.007472802411365935,0.010167777217995541,-0.00041968429783923865,0.008743117184765375,0.024952880402632674,-0.009744881751822755,0.0018824584335434462,0.006409575123810263,0.014570848449478098,0.006633531896395602,-0.0007312726273617788,0.015810078364138128,-0.018964045789115876,0.00595399994169843
SAOUHSC_00007,0.010099101270159498,0.001695355213578041,-0.012694381833713585,-0.007782996015902462,-0.014565498229560747,0.01705974569034261,-0.026887517076534362,-0.0001965112979694292,-0.003439241504280467,-0.00610121267278234,-0.048569693928253124,-0.0023599910441390085,0.01782018389504245,-0.03540364191721158,-0.025470094894893613,0.0016759200845753513,-0.0013668961449387934,-0.0052382055644719944,-0.0014426023677694129
SAOUHSC_00008,0.0033201309322998898,-0.022177360667534892,0.007036583084879203,-0.012293044948551317,0.00393739439913796,0.003404522140753945,0.008281660622365771,0.004248663983317299,-0.005026778659688338,0.004545543360149859,0.005732842842647505,-0.0034963790615732088,0.005245742821459945,-0.029467068969254728,0.01091369641955824,-0.014562941638704573,0.03798937612179787,0.005700900447168586,0.001323650970238854
SAOUHSC_00009,-0.012703571482525428,-0.001431542043882022,-0.002546485141070583,-0.00045873854244921075,-0.015353820137450253,0.006501255408564875,-0.0001163215810398353,-0.000722591007670116,0.010748777474545213,-0.004807583107881568,-0.012052314598346367,0.004198787424768041,0.008202049955789879,-0.011089458881452931,0.010890809308124135,0.0035879452470382075,0.01619782265832929,-0.004900327866037125,0.004404463846531562
SAOUHSC_00010,-0.00029554906954224657,0.007131859044031821,-0.006648651811480888,-0.007669955162960864,-0.012675886554242346,-0.00972629368007502,0.0031564103013644834,-0.005890999360867567,0.004591265980497634,0.0013464374422619268,0.0019008051648328494,0.01632184067014808,0.0051825225982615585,-0.0051003459554642815,0.025007077585710004,0.006343868474096978,-0.015527400104288932,-0.002427872721596022,0.009897138695550724
SAOUHSC_00012,-0.018485564858180533,-0.002897131046289102,-0.0083592276520036,-0.0033447430935465536,-0.015673353406151273,0.00870925020038306,0.0173457201760309,-0.008380243656451482,-0.014241768278792297,0.024367914187124345,-0.01832897624300644,0.000770985437271001,-0.0022503618995012944,-0.007440704236767585,0.019648405638522316,0.014896431432856072,-0.014893064745103995,0.00596613685186295,0.00953843970339299
SAOUHSC_00013,0.0032488282970288174,0.01728594446565084,-0.008866113286955963,-0.006792018814592544,-0.01556904745079512,-0.006787028297877813,-0.006279375634654348,-0.003435482810759989,-0.0005732343771575447,-0.004742935589140644,-0.0015583585533908177,0.012701477215256262,-0.0029065963389534287,0.011694400662814146,0.014988073895801824,0.001351934181091539,-0.00457384838963118,-0.00745497639670884,0.009946297930051872
SAOUHSC_00014,-0.009988997074148541,-0.00021350542042598955,-0.007435476712067197,0.0022888153991399863,-0.009149752204321336,-0.0005122715151891268,0.0014182429927369412,-0.006858361703767031,-0.004534129986159483,0.0006816005120764587,0.009698479337656293,0.007961112107135264,0.015816414572112546,-0.0004889597100360931,-0.00979505339680681,0.007752682139715599,0.002322619954372765,0.000486101381443245,0.01437900475498449
SAOUHSC_00015,-0.005022482105344569,-0.0010058363660462753,-0.006022910237715767,-6.209496033660572e-05,-0.008664820995227312,-0.0013023023745709881,0.0007421788060734049,-0.004137837543444498,-0.001549710802084546,0.0010577368916631778,0.000922689265627835,-0.0031204965060392816,0.0027141646181304047,-0.0016333171298304262,0.0028527025055825705,0.005865507602750038,0.0034050390033089056,-0.015467414830404801,0.004433978539491169
SAOUHSC_00017,-0.008114040785643678,-0.002484737105328055,-0.005174243031291339,-0.007458338981135235,-0.006412000824819022,-0.0008678315018201317,0.005465535672382127,-0.006945349881739989,0.0021348345181995414,0.004088929453534368,-0.003204813027700483,-0.00021418495273822156,-0.002468326270551791,0.0063923400729630495,-0.01812940919084587,-0.008489539924054238,-0.006305010219376072,-0.016248677638890773,0.0002823446849287916
SAOUHSC_00018,-0.004069071489614833,-0.0022650944984725883,-0.0032966693074956903,-0.009017747188894283,-0.009553497736619255,-0.006113932208567697,0.003791800912641738,-0.0005615210531866213,0.0026755878291392365,-9.843800618427302e-05,0.0034282784368956285,-0.002322356147429886,-0.00340012370903636,-0.005084890295892255,0.006000503270620719,0.007991638383968654,-0.006479428000799544,-0.01998877749332621,-0.0007136499185414447
SAOUHSC_00019,0.024009796463167015,0.010988672816865264,-0.0059134362569862806,-0.00011893894750901347,-0.011140158184952294,-0.01415492830220537,0.005829012583880057,0.005098360570473355,0.01245554281823579,0.004211214255458059,0.008352161008435423,0.010826813115698315,0.03978305662548142,0.059148734241159684,-0.03812743850652503,-0.010089483652547722,0.020569673451736107,-0.009195393645763491,0.006992923934809144
SAOUHSC_00020,0.010377572504713732,0.0024056470493975675,-0.0008313215812113693,-0.006313022472854284,-0.001377290349891508,0.003525235827963723,0.011415657963822823,-0.004590790286480788,-0.002484518012462719,-0.006137155362249136,-0.0021661903906820858,-0.0012150461442082127,0.0007581572735256409,0.004396863971654134,0.005071262444469428,0.010777971956803469,0.007107217607146872,-0.0101285160682856,-0.0007077245803255321
SAOUHSC_00021,0.006212723621667964,0.0020279969345778502,-0.00267299864848845,-0.01015167667330622,-0.0059861686794734316,0.0006619710875036838,0.006083606036255799,-0.005134808368544055,4.306230682854137e-05,-0.006939580140888651,-1.6058482926114504e-05,-0.0010214167045021047,-0.0029563367283949324,0.004446407928665231,0.00627008672461224,-0.0052279129808690305,0.005390757815187506,-0.003501230743601514,0.0039003450694604946
SAOUHSC_00022,-0.001809999991424615,0.0014748014973232431,-0.004686078084945144,-0.008404626809086924,-0.0053771689696958105,0.004038644341280582,0.00024241042161827025,-0.004130336581101942,0.005046693126992193,-0.008756241070481587,0.004637067152563133,0.0009796415932525127,-0.004074759783189959,0.0071498808142996,0.003696929795682577,5.976193539561187e-06,0.006110764495624017,-0.011093000543161504,0.0013945851864507152
SAOUHSC_00023,-0.002113070367988432,-0.003018166775930457,-0.004477941594501322,-0.011789553097671535,-0.0065598035926441745,-0.0018295738397341383,0.0027898891031354544,-0.002652587371916749,0.0035527932544238325,-0.0032138611635492754,0.000532327398837831,-0.007210573052527145,-0.0032909605794190317,0.007102412460933355,-0.006668476765196942,-0.012498490399474791,-0.001658310687474532,0.003328238279970495,0.005901179751088813
SAOUHSC_00024,-0.015622971335523553,-0.005168967017681749,0.00031474038924358966,-0.023444557061759862,-0.011264598351409019,-0.0008144464931091458,0.007602414074621543,0.00203038750372344,-0.0013196305627650553,0.0030857122114939144,0.0004173960056170775,-0.006617573426859266,0.03532586763597874,0.00263649518267966,0.0013760130074390719,0.01980447173419512,0.008944573554560915,-0.0010763643896701443,-0.010397794002399985
SAOUHSC_00025,0.009367367189251324,-0.011785700940669705,0.013994648061560198,-0.013496286851211382,0.002763284069028349,0.0076731866583606935,0.009532412394632876,-0.007007146134036064,-0.0024374721957184345,0.003887071631483552,-0.013623054158121508,-0.005894241026609842,0.026330028761818978,0.02775632268587886,-5.1691522595918556e-05,-0.015266731111202412,-0.035330878486864635,-0.022111270462015012,0.003722451719125402
SAOUHSC_00026,0.05062262803988168,-0.0029773806109118983,0.0009210027793032286,-0.018907443396687446,-0.011753641292655522,-0.010074912361340465,-0.008345382415799818,0.002229673284906083,-0.020795288406354286,0.002832702633914441,0.007539259306956305,0.06722272237321998,-0.002718193264549804,0.013829064414477692,-0.016338905272705668,-0.002217886878937577,-0.026501394615130503,-0.0063810848278692215,-0.05735242151013918
SAOUHSC_00027,0.005682354335700416,-0.002376348060533,0.009529521584001006,2.3807503018190903e-05,-0.06573112097106064,0.00408754623413894,0.005413421702507995,-0.0020564393568068494,-0.0018711085412165297,0.019241418522151565,-0.019918119760493645,0.022235459211082588,-0.005726102462032159,0.01808637903020693,-0.0014282008377614636,0.0010645170077417494,-0.0037411103657379735,-0.018864773639143715,-0.01282260989712626
SAOUHSC_00028,-0.006072470055460192,0.006139416481305327,-0.008719872898406453,-0.0064044261731324185,-0.00133186790598818,-0.0018861395151286214,0.013722684641006096,-0.005571855901745669,0.015525312110772373,-0.005872144189267729,-0.00024058012250589728,0.056506591709904616,-0.0002589722834053193,-0.0006598483938126855,0.020332677455206602,0.005097389533644683,0.003029811067629175,-0.019496420117631755,0.014249884793614788
SAOUHSC_00029,0.0032191067667003462,0.051137602804323876,-0.026924509523592804,0.014372204517526481,-0.014947444618474092,-0.0876864075338857,0.0006790660819767522,-0.0037862454031810603,-0.03429142051189882,0.02361412083689266,0.005627407605244241,0.011650085328628242,-0.022698613534690104,-0.003988155965589897,0.01464801382318346,-0.013991653065646793,0.010406197698015802,0.00038598011258550793,-0.009949645968764706
