Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
ERX4597139	24061239.0	1284752.0	21932746.0	432429.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	367536.0	41789.0	1987.0	5.3395089089136265	24061239.0	23628810.0	98.2	432429.0	1.8	ERX4597139_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24061239.0	0.0	20-36	50.0	4.222633499477774	35.555125153779485	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	24628208	7329886	24628208	886615488	9541094	857071137	3.3322620008190063	0.0095	0.1379	0.8526		
ERX4597140	22024061.0	1154531.0	19898710.0	454643.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	476349.0	38051.0	1777.0	5.242134954130393	22024061.0	21569418.0	97.94	454643.0	2.06	ERX4597140_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22024061.0	0.0	20-36	50.0	4.477228594427056	35.5375144029977	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	22823313	7110902	22823313	821639268	10294510	784379845	4.534766588103236	0.0156	0.134	0.8503		
ERX4651385	18410152.0	790715.0	17037431.0	347129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	206081.0	27726.0	1070.0	4.294994413951607	18410152.0	18063023.0	98.11	347129.0	1.89	ERX4651385_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	18410152.0	0.0	20-36	50.0	4.176084672141203	35.54986862683155	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	18774774	5575588	18774774	675891864	7385793	655725382	2.983684680068881	0.0065	0.1322	0.8613		
ERX4651386	19317603.0	852730.0	17883803.0	315908.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	229767.0	34422.0	973.0	4.414264026442618	19317603.0	19001695.0	98.36	315908.0	1.64	ERX4651386_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19317603.0	0.0	20-36	50.0	4.444332418610224	35.555862702013286	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	19668841	5882156	19668841	708078276	6483244	687909108	2.8484376210406435	0.0071	0.1422	0.8507		
ERX4651387	27064924.0	1426417.0	24713336.0	488548.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	389575.0	44776.0	2272.0	5.270352874443689	27064924.0	26576376.0	98.19	488548.0	1.81	ERX4651387_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27064924.0	0.0	20-36	50.0	4.13062870132211	35.546462868323594	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	27531360	8001678	27531360	991128960	12821258	964198557	2.7171441948381774	0.0088	0.1362	0.855		
ERX4663691	19692272.0	905953.0	18115262.0	372433.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	265479.0	31735.0	1410.0	4.600550916623536	19692272.0	19319839.0	98.11	372433.0	1.89	ERX4663691_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	19692272.0	0.0	20-36	50.0	4.450659017365318	35.551489944888026	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	20055772	5865056	20055772	722007792	8265319	701476478	2.8436416098955344	0.0084	0.1493	0.8422		
ERX4663692	29808923.0	1312190.0	26811142.0	1251454.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	383422.0	48215.0	2500.0	4.402004057644082	29808923.0	28557469.0	95.8	1251454.0	4.2	ERX4663692_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	29808923.0	0.0	20-36	50.0	4.725424560407949	35.47923147038892	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	30660836	9033286	30660836	1103790096	26201074	1061747174	3.808959887605297	0.0079	0.2451	0.747		
ERX5310346	15903323.0	712699.0	14260736.0	674313.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	231239.0	23197.0	1139.0	4.481447053549752	15903323.0	15229010.0	95.76	674313.0	4.24	ERX5310346_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15903323.0	0.0	20-36	50.0	5.97801092866898	35.49006889943693	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	16400275	4921828	16400275	590409900	12381422	566381990	4.0696997120136365	0.0085	0.2826	0.7089		
ERX5311170	14598597.0	710604.0	12950413.0	720102.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	194969.0	21305.0	1204.0	4.867618443059973	14598597.0	13878495.0	95.07	720102.0	4.93	ERX5311170_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14598597.0	0.0	20-36	50.0	6.737671508736712	35.493306034819646	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15362524	4737282	15362524	553050864	10698910	519806975	6.011000282968548	0.0074	0.2833	0.7093		
ERX5311171	30312304.0	1341673.0	27206551.0	1347816.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	370945.0	43072.0	2247.0	4.42616635145913	30312304.0	28964488.0	95.55	1347816.0	4.45	ERX5311171_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	30312304.0	0.0	20-36	50.0	5.128647677218177	35.480557334077936	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	31332128	9207195	31332128	1127956608	27424771	1079818478	4.267728887670119	0.0073	0.2485	0.7442		
ERX5311172	15139565.0	665582.0	13631372.0	669517.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	150394.0	21575.0	1125.0	4.396308612565817	15139565.0	14470048.0	95.58	669517.0	4.42	ERX5311172_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15139565.0	0.0	20-36	49.0	6.298229349152138	35.49146379040613	pass	pass	fail	pass	fail	warn	pass	warn	fail	fail	pass	2.6	15647747	4624884	15647747	563318892	11619090	539168959	4.287080256488185	0.0051	0.2758	0.7191		
ERX7722950	14146610.0	588552.0	12859443.0	534379.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	144622.0	18623.0	991.0	4.160374817712512	14146610.0	13612231.0	96.22	534379.0	3.78	ERX7722950_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	14146610.0	0.0	20-36	49.0	5.942972405706504	35.494221371763274	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	14501556	4283095	14501556	522056016	9953204	503723999	3.5115038306540654	0.0053	0.2798	0.7149		
ERX7722951	39474010.0	1851082.0	35325399.0	1770880.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	468209.0	55392.0	3048.0	4.689369030407602	39474010.0	37703130.0	95.51	1770880.0	4.49	ERX7722951_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	39474010.0	0.0	20-36	49.0	4.771732808637154	35.479161605319554	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	40826096	12025623	40826096	1469739456	36623620	1406093657	4.330413716538342	0.0066	0.2444	0.749		
ERX7722952	15417818.0	651515.0	13962373.0	652155.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	131800.0	18948.0	1027.0	4.225727661333141	15417818.0	14765663.0	95.77	652155.0	4.23	ERX7722952_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15417818.0	0.0	20-36	50.0	6.826772407211124	35.480087065497855	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	15850262	4621306	15850262	570609432	12419158	549009274	3.7854540757047994	0.0041	0.2866	0.7093		
ERX7722953	20478454.0	889293.0	18470723.0	884306.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	203657.0	28884.0	1591.0	4.342578790371578	20478454.0	19594148.0	95.68	884306.0	4.32	ERX7722953_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20478454.0	0.0	20-36	49.0	5.531529203041939	35.48651861121938	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	21197392	6262046	21197392	763106112	17736573	729484485	4.405891457464831	0.0056	0.2561	0.7383		
ERX7722954	17993789.0	798397.0	16201355.0	770403.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	197314.0	24956.0	1364.0	4.437069924516732	17993789.0	17223386.0	95.72	770403.0	4.28	ERX7722954_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17993789.0	0.0	20-36	49.0	5.849381015564287	35.48464045010198	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	18542846	5506542	18542846	667542456	14527957	640824308	4.002464226784701	0.0058	0.2714	0.7228		
ERX7722955	21121501.0	1024874.0	18898754.0	933455.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	232964.0	29735.0	1719.0	4.852278254277477	21121501.0	20188046.0	95.58	933455.0	4.42	ERX7722955_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21121501.0	0.0	20-36	50.0	6.037498181843684	35.48752747259771	pass	pass	fail	pass	fail	warn	pass	warn	fail	warn	pass	2.6	21764701	6357202	21764701	783529236	17412105	752309732	3.9844721250452486	0.006	0.262	0.732		
SRX10063114	16374106.0	1699793.0	12572222.0	1454041.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	558730.0	87868.0	1452.0	10.380982021247451	16374106.0	14920065.0	91.12	1454041.0	8.88	SRX10063114_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16374106.0	0.0	20-151	46.0	9.775625167163144	147.01118674814978	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	16468893	8103333	16468893	2486802843	6498408	2406529408	3.2279774500804685	0.5467	0.0129	0.4404		
SRX10063115	11691301.0	1040793.0	9199330.0	1020923.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	380413.0	48934.0	908.0	8.902285554020036	11691301.0	10670378.0	91.27	1020923.0	8.73	SRX10063115_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11691301.0	0.0	20-151	47.0	10.6677754144423	147.86247766608696	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	11750603	5334584	11750603	1774341053	4500122	1728239310	2.59824586271352	0.5281	0.0144	0.4575		
SRX10063116	23208200.0	2093134.0	18207465.0	1925051.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	882507.0	98455.0	1588.0	9.018941580992925	23208200.0	21283149.0	91.71	1925051.0	8.29	SRX10063116_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23208200.0	0.0	20-151	46.0	8.022690030873838	146.85923488249844	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	23306305	11420442	23306305	3519252055	9198017	3407071098	3.187636328594827	0.5374	0.0175	0.445		
SRX10063117	488088.0	236397.0	48.0	177254.0	0.0	0.0	0.0	0.0	45176.0	0.0	0.0	0.0	0.0	19214.0	9668.0	331.0	48.43327432758027	488088.0	310834.0	63.68	177254.0	36.32	SRX10063117_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	488088.0	0.0	20-301	34.0	58.24791845879743	271.24208954123026	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	488901	82902	488901	138792560	1032781	137599339	0.8597153910843637			0.4988	0.252	0.2492
SRX10063118	605756.0	253233.0	1461.0	234865.0	0.0	0.0	0.0	0.0	81885.0	0.0	0.0	0.0	0.0	20690.0	13241.0	381.0	41.80445591954516	605756.0	370891.0	61.23	234865.0	38.77	SRX10063118_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	605756.0	0.0	22-301	34.0	48.12923165855491	286.34370274499963	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	607266	95638	607266	175907557	1473220	174257623	0.9379551556161968			0.5287	0.2387	0.2326
SRX10063119	469958.0	215924.0	8304.0	182796.0	0.0	0.0	0.0	0.0	40686.0	0.0	0.0	0.0	0.0	11991.0	9985.0	272.0	45.945382353316674	469958.0	287162.0	61.1	182796.0	38.9	SRX10063119_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	469958.0	0.0	22-301	35.0	53.86025715199073	281.5221658105618	pass	pass		pass	fail	fail	pass	warn	warn	pass	pass	2.6	470819	116234	470819	134250008	6345675	127678525	4.894959112404671			0.5484	0.2331	0.2185
SRX10828555	326702.0	117297.0	85.0	136326.0	0.0	0.0	0.0	0.0	57200.0	0.0	0.0	0.0	0.0	10135.0	5499.0	160.0	35.90336147314678	326702.0	190376.0	58.27	136326.0	41.73	SRX10828555_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	326702.0	0.0	22-301	34.0	58.03306516150089	287.65511077373264	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	327708	49755	327708	95390663	829641	94468257	0.9669772396906392			0.5129	0.2428	0.2444
SRX10828556	665164.0	351948.0	5881.0	231952.0	0.0	0.0	0.0	0.0	36391.0	0.0	0.0	0.0	0.0	26519.0	11935.0	538.0	52.91146243633149	665164.0	433212.0	65.13	231952.0	34.87	SRX10828556_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	665164.0	0.0	20-301	35.0	51.57176085201719	261.5642187490604	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	2.6	666097	152749	666097	181009623	1140468	179584547	0.7872929496129607			0.4794	0.2646	0.256
SRX10828557	946023.0	518846.0	347.0	306645.0	0.0	0.0	0.0	0.0	64296.0	0.0	0.0	0.0	0.0	36058.0	19068.0	763.0	54.844966771420985	946023.0	639378.0	67.59	306645.0	32.41	SRX10828557_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	946023.0	0.0	20-301	34.0	47.07932821832748	263.6201508842808	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	947461	248057	947461	260047404	9394303	250160421	3.8019925782454647			0.4929	0.2544	0.2527
SRX10828558	701426.0	331316.0	147.0	259306.0	0.0	0.0	0.0	0.0	46583.0	0.0	0.0	0.0	0.0	48604.0	14889.0	581.0	47.23463344672139	701426.0	442120.0	63.03	259306.0	36.97	SRX10828558_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	701426.0	0.0	20-301	33.0	49.99210394928205	270.04271441320964	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	702529	128121	702529	197650468	1331778	196073469	0.7978726364563933			0.463	0.2676	0.2693
SRX10828559	564155.0	216850.0	11549.0	254040.0	0.0	0.0	0.0	0.0	43020.0	0.0	0.0	0.0	0.0	27081.0	11236.0	379.0	38.43801792060693	564155.0	310115.0	54.97	254040.0	45.03	SRX10828559_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	564155.0	0.0	21-301	36.0	47.23920416432041	275.6109367106558	pass	pass		pass	fail	fail	pass	warn	fail	warn	pass	2.6	565415	150837	565415	158236445	8366609	149585099	5.467353617556309			0.5019	0.2597	0.2384
SRX10828560	429649.0	172386.0	82.0	182946.0	0.0	0.0	0.0	0.0	53329.0	0.0	0.0	0.0	0.0	12162.0	8525.0	219.0	40.122518614031456	429649.0	246703.0	57.42	182946.0	42.58	SRX10828560_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	429649.0	0.0	21-301	34.0	54.07793310716309	288.2957739922588	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	430776	65777	430776	125610101	1031824	124458354	0.9169222784081672			0.5281	0.2347	0.2372
SRX10828561	323227.0	124447.0	283.0	131894.0	0.0	0.0	0.0	0.0	43363.0	0.0	0.0	0.0	0.0	17615.0	5415.0	210.0	38.501424695337946	323227.0	191333.0	59.19	131894.0	40.81	SRX10828561_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	323227.0	0.0	22-301	34.0	55.357035467417234	284.21311338471105	pass	pass		pass	fail	pass	pass	warn	warn	warn	pass	2.6	324091	71082	324091	93063180	4792761	88139245	5.2909593246222615			0.4842	0.2567	0.2592
SRX10828562	520795.0	241915.0	4562.0	190936.0	0.0	0.0	0.0	0.0	37340.0	0.0	0.0	0.0	0.0	35973.0	9678.0	391.0	46.45109880087174	520795.0	329859.0	63.34	190936.0	36.66	SRX10828562_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	520795.0	0.0	20-301	35.0	50.791220648042334	271.304981806661	pass	pass		pass	fail	fail	pass	warn	warn	warn	pass	2.6	521635	99574	521635	147611517	989206	146431078	0.7996930212430512			0.4687	0.2692	0.2621
SRX10828563	1235625.0	648890.0	523.0	405248.0	0.0	0.0	0.0	0.0	74730.0	0.0	0.0	0.0	0.0	79431.0	25957.0	846.0	52.51512392513909	1235625.0	830377.0	67.2	405248.0	32.8	SRX10828563_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1235625.0	0.0	20-301	34.0	41.88732014685223	269.332275569044	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	1237378	234580	1237378	346275004	1937733	343894392	0.6874917255072791			0.4702	0.2645	0.2653
SRX10828564	22946695.0	18074897.0	40472.0	2287943.0	0.0	0.0	0.0	0.0	9501.0	0.0	0.0	0.0	0.0	1722016.0	769051.0	42815.0	78.76906456463556	22946695.0	20658752.0	90.03	2287943.0	9.97	SRX10828564_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22946695.0	0.0	20-101	36.0	9.553794596720108	98.48459841384566	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	22964980	9504087	22964980	2319462980	1373059	2276584088	1.848656019506722			0.4211	0.0375	0.5414
SRX10828565	22878977.0	18143587.0	31711.0	2337766.0	0.0	0.0	0.0	0.0	9148.0	0.0	0.0	0.0	0.0	1557077.0	754774.0	44914.0	79.30243996486381	22878977.0	20541211.0	89.78	2337766.0	10.22	SRX10828565_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22878977.0	0.0	20-101	35.0	9.522416281222654	98.3903227841	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	2.6	22897817	9432661	22897817	2312679517	1290525	2270642895	1.8176587672869504			0.4297	0.0312	0.5391
SRX10828566	22823852.0	17858742.0	18674.0	2366282.0	0.0	0.0	0.0	0.0	10651.0	0.0	0.0	0.0	0.0	1766622.0	753983.0	48898.0	78.24595953391216	22823852.0	20457570.0	89.63	2366282.0	10.37	SRX10828566_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22823852.0	0.0	20-101	35.0	9.965902174078272	98.4853375319819	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	2.6	22837810	11231765	22837810	2306618810	2656227	2261969551	1.935701677556336			0.4365	0.0396	0.5239
SRX12529174	21443566.0	16998012.0	298001.0	2051305.0	0.0	0.0	0.0	0.0	9197.0	0.0	0.0	0.0	0.0	1540411.0	498227.0	48413.0	79.26858806972683	21443566.0	19392261.0	90.43	2051305.0	9.57	SRX12529174_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	21443566.0	0.0	20-101	36.0	10.60986801548459	98.41267511196598	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	2.6	21457184	10470403	21457184	2167175584	2905607	2123707584	2.005744265527864			0.3933	0.0351	0.5716
SRX12529175	22309723.0	17805699.0	14302.0	2075686.0	0.0	0.0	0.0	0.0	9497.0	0.0	0.0	0.0	0.0	1589525.0	770994.0	44020.0	79.81138537668083	22309723.0	20234037.0	90.7	2075686.0	9.3	SRX12529175_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22309723.0	0.0	20-101	35.0	10.166923991804296	98.50917180818426	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	2.6	22323147	9056491	22323147	2254637847	1491013	2216184691	1.705513639415102			0.4124	0.0336	0.554
SRX13365952	22003301.0	17669449.0	21070.0	1872679.0	0.0	0.0	0.0	0.0	10379.0	0.0	0.0	0.0	0.0	1641796.0	744324.0	43604.0	80.30362807835061	22003301.0	20130622.0	91.49	1872679.0	8.51	SRX13365952_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22003301.0	0.0	20-101	36.0	9.780306774136244	98.49604484345326	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	22021677	10817251	22021677	2224189377	3157051	2178411300	2.058191513428849			0.4295	0.0312	0.5393
SRX13365953	23726970.0	18781632.0	9955.0	2283207.0	0.0	0.0	0.0	0.0	8273.0	0.0	0.0	0.0	0.0	1782738.0	807458.0	53707.0	79.15731338641217	23726970.0	21443763.0	90.38	2283207.0	9.62	SRX13365953_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23726970.0	0.0	20-101	36.0	9.653168236640264	98.82269560757231	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	23743018	11335175	23743018	2398044818	3286284	2356713494	1.7235425997780496			0.4172	0.0344	0.5485
SRX13365954	6551221.0	5041711.0	137074.0	480840.0	0.0	0.0	0.0	0.0	3424.0	0.0	0.0	0.0	0.0	613030.0	270597.0	4545.0	76.95834104818017	6551221.0	6070381.0	92.66	480840.0	7.34	SRX13365954_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6551221.0	0.0	20-150	35.0	25.97226754360097	138.37212513514658	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	6575791	4334191	6575791	986368650	5923716	909647132	7.778178878657589			0.4363	0.0511	0.5126
SRX13376825	8433919.0	6692502.0	86369.0	613274.0	0.0	0.0	0.0	0.0	3682.0	0.0	0.0	0.0	0.0	717689.0	313189.0	7214.0	79.35222048018247	8433919.0	7820645.0	92.73	613274.0	7.27	SRX13376825_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	8433919.0	0.0	20-150	35.0	25.075932617428155	140.91874382478656	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	8452651	4758105	8452651	1267897650	1385717	1197790576	5.529395373514574			0.4481	0.0435	0.5084
SRX13376826	7099855.0	5610508.0	64488.0	475544.0	0.0	0.0	0.0	0.0	4189.0	0.0	0.0	0.0	0.0	656383.0	283660.0	5083.0	79.02285328362339	7099855.0	6624311.0	93.3	475544.0	6.7	SRX13376826_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7099855.0	0.0	20-150	35.0	11.996495917207191	137.85800400149017	pass	pass	pass	pass	fail	pass	pass	warn	fail	warn	pass	2.6	7125217	4804179	7125217	1068782550	5845512	979476260	8.355889605420673			0.4439	0.0476	0.5084
SRX13376827	107110339.0	597669.0	258015.0	106121509.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	118518.0	13366.0	1262.0	0.557993752591895	107110339.0	988830.0	0.92	106121509.0	99.08	SRX13376827_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	107110339.0	0.0	20-36	51.0	25.632183539082597	35.4651940836449	pass	pass		pass	fail	warn	pass	warn	fail	pass	pass	2.6	107921774	34532628	107921774	3885183864	30233351	3804095484	2.087118212122792	0.3377	0.2269	0.4354		
SRX13376828	96211691.0	212160.0	326017.0	95032755.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	635560.0	4948.0	251.0	0.2205137419318407	96211691.0	1178936.0	1.23	95032755.0	98.77	SRX13376828_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	96211691.0	0.0	20-36	51.0	27.519866490541293	35.462728723892816	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	2.6	97009850	31601578	97009850	3492354600	29105931	3416846159	2.162106934960156	0.4023	0.1775	0.4202		
SRX13376829	91552215.0	137484.0	87118.0	91294348.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	29845.0	3135.0	285.0	0.1501700423086432	91552215.0	257867.0	0.28	91294348.0	99.72	SRX13376829_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	91552215.0	0.0	20-36	51.0	25.033248772759105	35.47964452853489	pass	pass		pass	fail	pass	pass	warn	fail	pass	pass	2.6	92142532	29700117	92142532	3317131152	21157780	3252095183	1.9606089123364276	0.3525	0.2144	0.4331		
SRX13376831	98162354.0	239012.0	12210.0	97727516.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	174297.0	8897.0	422.0	0.2434864184288001	98162354.0	434838.0	0.44	97727516.0	99.56	SRX13376831_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	98162354.0	0.0	20-367	47.0	49.81234082303629	85.36516418503982	pass	fail		warn	fail	warn	pass	warn	fail	fail	pass	2.6	101708518	45553270	101708518	8708102345	180030722	8464117784	2.8018109036131222	0.3947	0.2791	0.3262		
SRX13376834	87447724.0	147287.0	2929.0	87103810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	188306.0	5207.0	185.0	0.1684286259983164	87447724.0	343914.0	0.39	87103810.0	99.61	SRX13376834_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	87447724.0	0.0	20-363	54.0	32.39175582017406	92.23932073978276	pass	warn		warn	fail	fail	pass	warn	fail	fail	pass	2.6	97609700	41588098	97609700	8595536712	372082902	8167714904	4.977255316735828	0.4901	0.15	0.36		
SRX13376835	106079955.0	265662.0	21232.0	105620869.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	164842.0	6796.0	554.0	0.2504356265988235	106079955.0	459086.0	0.43	105620869.0	99.57	SRX13376835_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	106079955.0	0.0	18-369	50.0	32.12584113559964	101.5123724364325	pass	warn		warn	fail	warn	pass	warn	fail	fail	pass	2.6	109028368	28139301	109028368	11192362843	288277710	10852227935	3.0389910760687084	0.3503	0.2601	0.3895		
SRX13376836	51549901.0	1507429.0	49195583.0	260129.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	526453.0	57962.0	2345.0	2.924213181321144	51549901.0	51289772.0	99.5	260129.0	0.5	SRX13376836_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	51549901.0	0.0	20-36	51.0	2.0704799499375683	35.60314397112033	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	51605195	16010343	51605195	1857787020	325492	1835382477	1.2059801666608694	0.0067	0.1996	0.7938		
SRX13376837	34134574.0	1002320.0	32608691.0	174197.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	314061.0	33824.0	1481.0	2.936377644554756	34134574.0	33960377.0	99.49	174197.0	0.51	SRX13376837_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34134574.0	0.0	20-36	51.0	2.037891809239449	35.61437643838766	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	34161995	10233497	34161995	1229831820	275893	1215701351	1.1489757192979444	0.006	0.158	0.836		
