Sample	Total	Assigned	Unassigned_rRNA	Unassigned_Unmapped	Unassigned_Read_Type	Unassigned_Singleton	Unassigned_MappingQuality	Unassigned_Chimera	Unassigned_FragmentLength	Unassigned_Duplicate	Unassigned_MultiMapping	Unassigned_Secondary	Unassigned_NonSplit	Unassigned_NoFeatures	Unassigned_Overlapping_Length	Unassigned_Ambiguity	percent_assigned	reads_processed	reads_aligned	reads_aligned_percentage	not_aligned	not_aligned_percentage	Filename	File type	Encoding	Total Sequences	Sequences flagged as poor quality	Sequence length	%GC	total_deduplicated_percentage	avg_sequence_length	basic_statistics	per_base_sequence_quality	per_tile_sequence_quality	per_sequence_quality_scores	per_base_sequence_content	per_sequence_gc_content	per_base_n_content	sequence_length_distribution	sequence_duplication_levels	overrepresented_sequences	adapter_content	cutadapt_version	r_processed	r_with_adapters	r_written	bp_processed	quality_trimmed	bp_written	percent_trimmed	se_sense	se_antisense	failed	pe_sense	pe_antisense
SRX13376838	50546607.0	1415138.0	48339790.0	274984.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	455926.0	59127.0	1642.0	2.799669619763004	50546607.0	50271623.0	99.46	274984.0	0.54	SRX13376838_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	50546607.0	0.0	20-36	51.0	1.781367837568336	35.604193591075266	pass	pass		pass	fail	pass	pass	warn	fail	fail	pass	2.6	50617722	15398058	50617722	1822237992	537466	1799713502	1.236089363677365	0.006	0.1491	0.8449		
SRX13376839	35395475.0	1220361.0	33604830.0	212366.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	319850.0	36323.0	1745.0	3.4477881706630584	35395475.0	35183109.0	99.4	212366.0	0.6	SRX13376839_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35395475.0	0.0	20-36	50.0	2.743644656175182	35.62290781519389	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	35457909	10508974	35457909	1276484724	221495	1260943392	1.2175102222374892	0.0055	0.2079	0.7866		
SRX13376840	45752686.0	1422054.0	42570607.0	1303699.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	401014.0	53694.0	1618.0	3.108132274463624	45752686.0	44448987.0	97.15	1303699.0	2.85	SRX13376840_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	45752686.0	0.0	20-36	51.0	1.826137391338448	35.61511029101111	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	46607662	14552117	46607662	1677875832	379340	1629520625	2.881930002076578	0.0055	0.1616	0.8329		
SRX13376841	43801431.0	1423803.0	41690210.0	272751.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	363657.0	49185.0	1825.0	3.250585580183442	43801431.0	43528680.0	99.38	272751.0	0.62	SRX13376841_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	43801431.0	0.0	20-36	51.0	2.094431946847921	35.611389659849245	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	43903230	13192329	43903230	1580516280	457908	1559879311	1.3057106251382615	0.0048	0.1512	0.8441		
SRX13376842	24132031.0	11312373.0	60157.0	1870817.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	10402044.0	475010.0	11630.0	46.87700343166309	24132031.0	22261214.0	92.25	1870817.0	7.75	SRX13376842_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24132031.0	0.0	20-50	38.0	8.873647733280752	49.51678000082131	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	24138333	8284762	24138333	1206916650	1494782	1194950848	0.9914356554779488	0.2054	0.557	0.2376		
SRX13376843	23462119.0	14936086.0	21371.0	1981588.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5980267.0	521173.0	21634.0	63.660430671245	23462119.0	21480531.0	91.55	1981588.0	8.45	SRX13376843_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23462119.0	0.0	20-50	36.0	10.03697081271728	49.5172710529684	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	23464005	8136168	23464005	1173200250	1449334	1161790424	0.9725386608125935	0.133	0.5384	0.3286		
SRX13376844	24573302.0	16040804.0	45917.0	2168883.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5751946.0	543048.0	22704.0	65.27736484091557	24573302.0	22404419.0	91.17	2168883.0	8.83	SRX13376844_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24573302.0	0.0	20-50	36.0	11.339465334156822	49.51831483615837	pass	pass		pass	fail	warn	pass	warn	fail	warn	pass	2.6	24576732	8537437	24576732	1228836600	1469175	1216838017	0.9764181014790738	0.1216	0.5404	0.3379		
SRX13376845	22767995.0	14783664.0	81477.0	1731263.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5664845.0	485923.0	20823.0	64.93177813856687	22767995.0	21036732.0	92.4	1731263.0	7.6	SRX13376845_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22767995.0	0.0	20-50	36.0	10.43904902589505	49.51822314613123	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	22769687	7905199	22769687	1138484350	1358798	1127440033	0.970089487835296	0.1219	0.5457	0.3325		
SRX13376846	25628322.0	11701323.0	74850.0	1918051.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11442589.0	479793.0	11716.0	45.657780482077605	25628322.0	23710271.0	92.52	1918051.0	7.48	SRX13376846_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25628322.0	0.0	20-50	38.0	9.160522158397876	49.51335951686576	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	25634663	8843855	25634663	1281733150	1603399	1268957237	0.996768555139578	0.2145	0.551	0.2345		
SRX13376847	25566104.0	11766489.0	108725.0	1926233.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	11252104.0	500636.0	11917.0	46.0237860254343	25566104.0	23639871.0	92.47	1926233.0	7.53	SRX13376847_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25566104.0	0.0	20-50	38.0	9.318289756279862	49.51583193903929	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	25571640	8809135	25571640	1278582000	1573738	1265938807	0.9888449078745049	0.2143	0.5478	0.2379		
SRX13376848	26263328.0	17123335.0	64645.0	2810193.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5693389.0	546161.0	25605.0	65.19864885364109	26263328.0	23453135.0	89.3	2810193.0	10.7	SRX13376848_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26263328.0	0.0	20-50	36.0	10.764066454910104	49.51897208152752	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	26268555	9104651	26268555	1313427750	1561920	1300544708	0.9808717685460812	0.1373	0.527	0.3357		
SRX13376849	24095786.0	13109176.0	93793.0	2068204.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8361555.0	444554.0	18504.0	54.40443403672327	24095786.0	22027582.0	91.42	2068204.0	8.58	SRX13376849_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24095786.0	0.0	20-50	37.0	9.849077708460632	49.51486633388925	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	24098091	8363438	24098091	1204904550	1475752	1193109946	0.97888285009796	0.153	0.5621	0.2849		
SRX13376850	28206933.0	15497066.0	46281.0	2360874.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9775296.0	505733.0	21683.0	54.94062754004485	28206933.0	25846059.0	91.63	2360874.0	8.37	SRX13376850_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	28206933.0	0.0	20-50	37.0	9.25508463046955	49.51547784369183	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	28212637	9785094	28212637	1410631850	1706596	1396692184	0.9881859678696464	0.1499	0.566	0.2841		
SRX13376851	26464084.0	14650661.0	42369.0	2180869.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	9018195.0	549713.0	22277.0	55.36054450250385	26464084.0	24283215.0	91.76	2180869.0	8.24	SRX13376851_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	26464084.0	0.0	20-50	37.0	9.454148130457344	49.51604412229042	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	26466579	9161368	26466579	1323328950	1594058	1310408622	0.9763504380373452	0.1617	0.5491	0.2892		
SRX13376852	25539959.0	14170965.0	41545.0	2148336.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	8636157.0	522240.0	20716.0	55.48546495317397	25539959.0	23391623.0	91.59	2148336.0	8.41	SRX13376852_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	25539959.0	0.0	20-50	37.0	9.388507292390692	49.5165589341784	pass	pass		pass	fail	warn	pass	warn	fail	fail	pass	2.6	25541930	8841930	25541930	1277096500	1529494	1264661001	0.97373213378942	0.155	0.5586	0.2864		
SRX13376853	20377775.0	12121933.0	127568.0	1732618.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	5920291.0	457190.0	18175.0	59.4860479124929	20377775.0	18645157.0	91.5	1732618.0	8.5	SRX13376853_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	20377775.0	0.0	20-50	36.0	10.717544641356746	49.52052199025654	pass	pass		pass	fail	fail	pass	warn	fail	fail	pass	2.6	20379128	7028261	20379128	1018956400	1205394	1009125573	0.9647936849898584	0.1403	0.5481	0.3115		
SRX13376854	35359961.0	10283450.0	21912257.0	248098.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2412573.0	487084.0	16499.0	29.08218705331717	35359961.0	35111863.0	99.3	248098.0	0.7	SRX13376854_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	35359961.0	0.0	23-51	44.0	4.446380709657873	50.33911202560433	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	35360057	11919119	35360057	1803362907	588817	1779989100	1.2961233099156786	0.7928	0.0333	0.1739		
SRX13376855	34401540.0	11222292.0	20053270.0	285420.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2367822.0	456279.0	16457.0	32.62148148018955	34401540.0	34116120.0	99.17	285420.0	0.83	SRX13376855_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	34401540.0	0.0	23-51	44.0	4.967164549432444	50.48455179622773	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	34401646	8922299	34401646	1754483946	575075	1736746378	1.0109849132811617	0.7827	0.0318	0.1855		
SRX13376856	23199878.0	6128372.0	14188585.0	294810.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2249844.0	330268.0	7999.0	26.41553546100544	23199878.0	22905068.0	98.73	294810.0	1.27	SRX13376856_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	23199878.0	0.0	20-51	44.0	4.779959765995159	50.85818619391016	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	23199961	1504435	23199961	1183198011	339866	1179903775	0.2784179798625439	0.7993	0.0427	0.158		
SRX13376857	27878885.0	7100196.0	17993008.0	233150.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2159689.0	383868.0	8974.0	25.46800562504562	27878885.0	27645735.0	99.16	233150.0	0.84	SRX13376857_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	27878885.0	0.0	21-51	44.0	4.651297644721835	50.55836845698815	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	27879090	6006689	27879090	1421833590	454312	1409510993	0.8666694250766716	0.8125	0.0357	0.1518		
SRX13376858	24113395.0	6408133.0	15505652.0	178163.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1701161.0	310415.0	9871.0	26.574992861851264	24113395.0	23935232.0	99.26	178163.0	0.74	SRX13376858_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	24113395.0	0.0	25-51	44.0	5.227955354814325	50.35574542697119	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	24113482	7905928	24113482	1229787582	410208	1214248028	1.2635965940335865	0.8078	0.0336	0.1586		
SRX13376859	22299761.0	6758861.0	12595537.0	271806.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	2256517.0	407731.0	9309.0	30.30911855961147	22299761.0	22027955.0	98.78	271806.0	1.22	SRX13376859_trimmed.fq.gz	Conventional base calls	Sanger / Illumina 1.9	22299761.0	0.0	20-51	43.0	5.266702620098873	50.740071339778034	pass	pass	pass	pass	fail	fail	pass	warn	fail	fail	pass	2.6	22299861	2751412	22299861	1137292911	340595	1131491479	0.5101088685147005	0.7781	0.0489	0.1731		
SRX13376860	17191765.0	12587040.0	342.0	2213808.0	0.0	0.0	0.0	0.0	108117.0	0.0	0.0	0.0	0.0	1480145.0	725358.0	76955.0	73.21551917444195	17191765.0	14977957.0	87.12	2213808.0	12.88	SRX13376860_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	17191765.0	0.0	20-100	34.0	23.997813089614294	97.84857180167366	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	17564171	6329372	17564171	1755463990	57718300	1688788427	3.798173211174785			0.4491	0.4925	0.0584
SRX13376861	16613641.0	12121714.0	1154.0	2114845.0	0.0	0.0	0.0	0.0	60366.0	0.0	0.0	0.0	0.0	1591653.0	663705.0	60204.0	72.96241684769763	16613641.0	14498796.0	87.27	2114845.0	12.73	SRX13376861_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	16613641.0	0.0	20-100	35.0	21.369315885436453	97.23104357437362	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	16952151	7641024	16952151	1694209097	30532417	1652579057	2.4571961084210847			0.4532	0.4833	0.0635
SRX13376862	11335682.0	8328822.0	814.0	1556447.0	0.0	0.0	0.0	0.0	68916.0	0.0	0.0	0.0	0.0	858879.0	473454.0	48350.0	73.47437939772834	11335682.0	9779235.0	86.27	1556447.0	13.73	SRX13376862_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11335682.0	0.0	20-100	35.0	21.13547647162623	96.99046973971218	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11587875	5286051	11587875	1157613183	23250244	1126554592	2.6829852541511703			0.4622	0.4857	0.0521
SRX13376863	13585404.0	10380227.0	597.0	1872500.0	0.0	0.0	0.0	0.0	80674.0	0.0	0.0	0.0	0.0	702237.0	498686.0	50483.0	76.40720143471626	13585404.0	11712904.0	86.22	1872500.0	13.78	SRX13376863_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	13585404.0	0.0	20-100	34.0	21.701959379862046	96.87377997739338	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	13877498	4868570	13877498	1386979310	46550729	1333649803	3.845010997316175			0.4489	0.5094	0.0417
SRX13376864	11705738.0	7552881.0	1455.0	1863123.0	0.0	0.0	0.0	0.0	132387.0	0.0	0.0	0.0	0.0	1684358.0	432279.0	39255.0	64.5228946692639	11705738.0	9842615.0	84.08	1863123.0	15.92	SRX13376864_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	11705738.0	0.0	20-100	33.0	31.31006440607453	97.64701516469955	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	11984176	5460644	11984176	1197313126	24618005	1164799981	2.7155089419774723			0.4537	0.4417	0.1047
SRX13376865	15109446.0	11057842.0	490.0	2325691.0	0.0	0.0	0.0	0.0	92875.0	0.0	0.0	0.0	0.0	1015979.0	562053.0	54516.0	73.18495992506939	15109446.0	12783755.0	84.61	2325691.0	15.39	SRX13376865_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	15109446.0	0.0	20-100	33.0	27.29351595381642	97.77910136480186	pass	pass		pass	fail	pass	pass	warn	fail	warn	pass	2.6	15448249	7246046	15448249	1543015082	31431086	1501014643	2.7219720331936457			0.4471	0.5	0.0529
SRX13376866	7177131.0	5127407.0	21414.0	445631.0	0.0	0.0	0.0	0.0	2794.0	0.0	0.0	0.0	0.0	1348760.0	121127.0	109998.0	71.44090027059559	7177131.0	6731500.0	93.79	445631.0	6.21	SRX13376866_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7177131.0	0.0	20-51	35.0	16.812044523023538	50.97177702343736	pass	pass		pass	fail	pass	fail	warn	fail	fail	pass	2.6	7189403	34378	7189403	366659553	173289	366201260	0.1249914249472725			0.3951	0.0955	0.5094
SRX13827967	7318753.0	4534182.0	106365.0	1156465.0	0.0	0.0	0.0	0.0	19038.0	0.0	0.0	0.0	0.0	1250702.0	119388.0	132613.0	61.95293105259872	7318753.0	6162288.0	84.2	1156465.0	15.8	SRX13827967_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	7318753.0	0.0	20-51	37.0	17.779112236890025	50.97173275283372	pass	pass		pass	fail	warn	fail	warn	fail	warn	pass	2.6	7330939	32721	7330939	373877889	179255	373479929	0.1064411701543548			0.4043	0.1025	0.4931
SRX13827968	3172217.0	2256602.0	31307.0	264152.0	0.0	0.0	0.0	0.0	4326.0	0.0	0.0	0.0	0.0	494692.0	88147.0	32991.0	71.13643234368897	3172217.0	2908065.0	91.67	264152.0	8.33	SRX13827968_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3172217.0	0.0	20-75	34.0	33.23128643683199	73.95498920786315	pass	pass		pass	fail	pass	fail	warn	fail	warn	pass	2.6	3175369	20425	3175369	238152675	354711	237749653	0.1692284161830221			0.4213	0.0866	0.4921
SRX13827969	4046794.0	2974464.0	9752.0	427406.0	0.0	0.0	0.0	0.0	2624.0	0.0	0.0	0.0	0.0	492331.0	100356.0	39861.0	73.50173989582865	4046794.0	3619388.0	89.44	427406.0	10.56	SRX13827969_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4046794.0	0.0	22-75	34.0	28.78737710280709	73.97465549271843	pass	pass		pass	fail	pass	fail	warn	fail	warn	pass	2.6	4052192	16201	4052192	303914400	146259	303705983	0.0685775336739555			0.4478	0.0821	0.4701
SRX13827970	4425647.0	3256389.0	25637.0	382420.0	0.0	0.0	0.0	0.0	2984.0	0.0	0.0	0.0	0.0	612843.0	101799.0	43575.0	73.57995339438504	4425647.0	4043227.0	91.36	382420.0	8.64	SRX13827970_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4425647.0	0.0	20-75	34.0	29.197288256956178	73.95520700137178	pass	pass		pass	fail	pass	fail	warn	fail	warn	pass	2.6	4430256	16029	4430256	332269200	132921	332031297	0.0715994741613125			0.4405	0.0863	0.4732
SRX14043139	4368748.0	3114120.0	9943.0	489508.0	0.0	0.0	0.0	0.0	4689.0	0.0	0.0	0.0	0.0	591909.0	109665.0	48914.0	71.28174937075794	4368748.0	3879240.0	88.8	489508.0	11.2	SRX14043139_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4368748.0	0.0	20-75	34.0	29.8015816956198	73.94985382539804	pass	pass		pass	fail	warn	fail	warn	fail	warn	pass	2.6	4375696	17132	4375696	328177200	157840	327879315	0.0907695598597343			0.4403	0.0814	0.4783
SRX14043140	4064371.0	2976850.0	14008.0	433204.0	0.0	0.0	0.0	0.0	1657.0	0.0	0.0	0.0	0.0	482315.0	122828.0	33509.0	73.2425755424394	4064371.0	3631167.0	89.34	433204.0	10.66	SRX14043140_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4064371.0	0.0	23-75	35.0	26.802862356856643	73.97724223502235	pass	pass		pass	fail	warn	fail	warn	fail	warn	pass	2.6	4068854	31215	4068854	305164050	234722	304644629	0.1702104163318057			0.3649	0.0635	0.5716
SRX14043141	6990454.0	5202723.0	10100.0	623631.0	0.0	0.0	0.0	0.0	5797.0	0.0	0.0	0.0	0.0	870052.0	214831.0	63320.0	74.42611023547255	6990454.0	6366823.0	91.08	623631.0	8.92	SRX14043141_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6990454.0	0.0	20-75	34.0	23.260956938513814	73.98000816542101	pass	pass		pass	fail	pass	fail	warn	fail	warn	pass	2.6	6995024	30252	6995024	524626800	180655	524145318	0.0917760968368371			0.3674	0.0606	0.572
SRX14043142	6221821.0	4247347.0	95946.0	896660.0	0.0	0.0	0.0	0.0	4484.0	0.0	0.0	0.0	0.0	747209.0	180678.0	49497.0	68.26533582370821	6221821.0	5325161.0	85.59	896660.0	14.41	SRX14043142_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	6221821.0	0.0	23-75	36.0	23.434290608171203	73.9799402779347	pass	pass		pass	fail	warn	fail	warn	fail	warn	pass	2.6	6224942	35402	6224942	466870650	313546	466374088	0.1063596522934136			0.373	0.0658	0.5611
SRX14043143	3440360.0	1867233.0	65670.0	904114.0	0.0	0.0	0.0	0.0	5191.0	0.0	0.0	0.0	0.0	494043.0	73281.0	30828.0	54.27434919601437	3440360.0	2536246.0	73.72	904114.0	26.28	SRX14043143_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3440360.0	0.0	20-75	38.0	32.58958624959365	73.94280133474403	pass	pass		pass	fail	fail	fail	warn	fail	warn	pass	2.6	3444883	26046	3444883	258366225	409545	257789373	0.2232691211864089			0.4117	0.0947	0.4937
SRX14043144	4090884.0	2782921.0	12331.0	388347.0	0.0	0.0	0.0	0.0	6602.0	0.0	0.0	0.0	0.0	744679.0	113626.0	42378.0	68.02737501234452	4090884.0	3702537.0	90.51	388347.0	9.49	SRX14043144_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4090884.0	0.0	20-75	34.0	34.59111366800026	73.9419748885571	pass	pass		pass	fail	pass	fail	warn	fail	warn	pass	2.6	4097578	18279	4097578	307318350	128466	306923506	0.1284804503213036			0.3988	0.0921	0.5091
SRX14468428	4424958.0	3034346.0	13069.0	411018.0	0.0	0.0	0.0	0.0	10216.0	0.0	0.0	0.0	0.0	789087.0	118620.0	48602.0	68.57344182701847	4424958.0	4013940.0	90.71	411018.0	9.29	SRX14468428_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4424958.0	0.0	20-75	34.0	31.24156876432905	73.95174914654557	pass	pass		pass	fail	pass	fail	warn	fail	warn	pass	2.6	4430809	17156	4430809	332310675	132341	332005332	0.0918848002701086			0.4003	0.0929	0.5068
SRX14468429	2789952.0	604384.0	9728.0	2110865.0	0.0	0.0	0.0	0.0	318.0	0.0	0.0	0.0	0.0	20058.0	44038.0	561.0	21.662881655311637	2789952.0	679087.0	24.34	2110865.0	75.66	SRX14468429_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2789952.0	0.0	20-60	35.0	73.29198675239331	59.77327100968046	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	2904948	133786	2904948	174296880	759047	167706512	3.781116449129784			0.4552	0.2815	0.2633
SRX14468430	5205026.0	1118359.0	101026.0	3865476.0	0.0	0.0	0.0	0.0	323.0	0.0	0.0	0.0	0.0	46786.0	71526.0	1530.0	21.4861366686737	5205026.0	1339550.0	25.74	3865476.0	74.26	SRX14468430_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5205026.0	0.0	20-54	35.0	60.9386569527243	53.31066684393123	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	5332005	2017664	5332005	287928270	6566809	278828015	3.1605979503158896			0.4562	0.3025	0.2413
SRX14468431	3537301.0	1105228.0	18138.0	2289883.0	0.0	0.0	0.0	0.0	418.0	0.0	0.0	0.0	0.0	40984.0	81644.0	1006.0	31.244952012848216	3537301.0	1247418.0	35.26	2289883.0	64.74	SRX14468431_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3537301.0	0.0	20-60	35.0	81.03611883651416	59.74184441753755	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	3595806	1369156	3595806	194173524	3178844	189281918	2.5191930904029944			0.4596	0.2792	0.2611
SRX14468432	4157575.0	1855137.0	44062.0	2062730.0	0.0	0.0	0.0	0.0	1415.0	0.0	0.0	0.0	0.0	61969.0	131274.0	988.0	44.62065025886484	4157575.0	2094845.0	50.39	2062730.0	49.61	SRX14468432_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	4157575.0	0.0	20-60	36.0	76.18471857830151	58.86200489468019	pass	pass	fail	pass	fail	pass	pass	warn	pass	pass	pass	2.6	4230731	1605733	4230731	228459474	4051319	222397839	2.6532648849572333			0.4639	0.278	0.2581
SRX14468433	5672432.0	1470002.0	34929.0	4011302.0	0.0	0.0	0.0	0.0	836.0	0.0	0.0	0.0	0.0	50537.0	102990.0	1836.0	25.914845695814424	5672432.0	1661130.0	29.28	4011302.0	70.72	SRX14468433_val_1.fq.gz	Conventional base calls	Sanger / Illumina 1.9	5672432.0	0.0	20-60	35.0	63.50038017676541	59.696654803442335	pass	pass	fail	pass	fail	pass	pass	warn	warn	pass	pass	2.6	5775272	2186176	5775272	311864688	5554573	303568592	2.6601588186220044			0.4582	0.2894	0.2524
SRX16159629	2706205.0	399087.0	50682.0	2214584.0	0.0	0.0	0.0	0.0	228.0	0.0	0.0	0.0	0.0	18046.0	23165.0	413.0	14.747108958855668	2706205.0	491621.0	18.17	2214584.0	81.83	SRX16159629_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2706205.0	0.0	20-54	34.0	67.11624335038434	53.28313967345415	pass	pass	pass	pass	fail	pass	pass	warn	warn	pass	pass	2.6	2768239	1044329	2768239	149484906	3332549	144834686	3.110829129464081			0.4626	0.2952	0.2423
SRX16159630	3015895.0	1851193.0	28122.0	935754.0	0.0	0.0	0.0	0.0	1241.0	0.0	0.0	0.0	0.0	61730.0	136820.0	1035.0	61.38121519482608	3015895.0	2080141.0	68.97	935754.0	31.03	SRX16159630_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	3015895.0	0.0	20-54	34.0	76.05624041186736	53.32061096291482	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	2.6	3059283	2999753	3059283	183556980	710637	166509303	9.287403290248074			0.4685	0.2738	0.2577
SRX16159631	2451349.0	1066251.0	39928.0	1234450.0	0.0	0.0	0.0	0.0	404.0	0.0	0.0	0.0	0.0	39035.0	70623.0	658.0	43.49649927448111	2451349.0	1216899.0	49.64	1234450.0	50.36	SRX16159631_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	2451349.0	0.0	20-54	34.0	77.1990195321245	53.33629197637709	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	2.6	2503909	943834	2503909	135211086	2755557	131273105	2.9124690263932944			0.4577	0.2855	0.2567
SRX16159632	1273679.0	287135.0	22108.0	934048.0	0.0	0.0	0.0	0.0	87.0	0.0	0.0	0.0	0.0	12104.0	18075.0	122.0	22.543749249222135	1273679.0	339631.0	26.67	934048.0	73.33	SRX16159632_val_2.fq.gz	Conventional base calls	Sanger / Illumina 1.9	1273679.0	0.0	20-54	35.0	76.48203359667363	53.428226421256845	pass	pass	pass	pass	fail	pass	pass	warn	pass	pass	pass	2.6	1541345	267679	1541345	92480700	212935	76681388	17.08390183032784			0.463	0.2836	0.2535
