Geneid,SRX529234,SRX529235,SRX529236,SRX529237,SRX529238,SRX529239,SRX529240,SRX529241,SRX2656779,SRX2656780,SRX2656781,SRX2656782,SRX2656783,SRX2656784,SRX3343296,SRX3343297,SRX3343298,SRX3353470,SRX3353471,SRX3353474,SRX3353475,SRX5562272,SRX5562273,SRX5562274,SRX5562275,SRX9633997,SRX9633998,SRX9633999,SRX9634004,SRX9634005,SRX9634006,SRX9634007,ERX4581842,ERX4581846,ERX4581839,ERX4581843,ERX4581847,ERX4581840,ERX4581848,ERX4581841,ERX4581845,ERX4581850,ERX4581854,ERX4581858,ERX4581855,ERX4581851,ERX4581859,ERX4581852,ERX4581856,ERX4581860,ERX4581853,ERX4581857,ERX4581861,SRX13376825,SRX13376826,SRX13376837,SRX13376838,SRX13376839,SRX13376840,SRX13376841,SRX13376843,SRX13376844,SRX13376845,ERX7722950,ERX7722951,ERX7722953,ERX7722954,ERX7722955
SAOUHSC_00001,0.19186424930838800,0.2780011910652930,0.3006466351257910,-0.4571373269399160,0.15649069181412600,-0.31328203007928900,0.2569308301186910,0.16932288359637400,0.5353583023008440,0.6056720505072450,-0.022454753892525000,0.022454753892525000,-0.08022037100274120,0.8142479866670110,-0.10071840749972300,0.030990927139690400,0.06972748036003470,0.0443222388926543,-0.044322238892656100,1.355280185728820,1.3038540657054200,0.3464636019819840,0.5514187882132900,-0.20815540963296500,0.2081554096329670,0.1217916030420700,-0.27943381217984800,0.10802475878200100,-0.013850944267874300,0.06346839462365320,0.127164069360429,0.3594162127296720,0.16910081017113600,-0.169100810171134,0.1245510198345200,-0.10520910519800400,-0.11503188980081600,0.4704841931170860,0.476626420681189,0.32565830669577200,0.1415942030608250,0.04920082658559370,0.04651676704715870,0.009751503304595840,0.2423304681425600,-0.01115636646673580,-0.04431136698519290,0.3070395496896620,-0.01308991386380500,0.08796126572761230,0.12738372133938300,0.20616350542809600,0.04874647466136220,0.016355180075082700,-0.016355180075082700,-0.25983950228032700,-0.2527895740433480,0.07956189561188510,0.017634175851561900,-0.039002370638071300,-0.24030426438988400,-0.20976230397214700,-0.3052721923625140,0.47089415725784,0.015377525414516300,0.009173547334746960,0.07254705826760240,-0.0817206056023494
SAOUHSC_00002,0.29457740658873300,0.20932465814402500,0.2041231681638360,-0.31080503882869300,0.10668187066485800,-0.04846581899759880,0.15016996745187500,0.1722768924892580,0.6044823139428640,0.6817170160284590,-0.037978193433831500,0.03797819343382970,-0.09105178544982980,0.6142231009840950,-0.18939670976253200,0.08776283446607640,0.10163387529645900,0.0696838158126809,-0.06968381581267910,1.2897192076822800,1.2762609428802200,0.3964661018632030,0.29847739743963200,-0.18167526383503400,0.18167526383503400,-0.04208239791911340,-0.1553848499035540,0.034429822525424900,0.023644935755809700,0.13939248954143000,0.21784218931140500,0.42540969112553200,0.15346646076109900,-0.15346646076109900,0.8478741402721710,0.17891892088799700,1.0150480184370100,1.3532963367608300,1.3323030299156700,0.4287393765440100,0.4271188337778440,0.8623144397851690,1.5494022556484900,1.312261006007050,1.16826296982038,1.0942824088443700,1.1774157847872200,0.9186412678393100,1.1651785938324800,1.2730988632698800,1.5543260221692300,1.2517828109083000,1.1299799138766700,0.14951366182648800,-0.14951366182648600,-0.014498268056589900,-0.43813970840887600,0.3357591130865490,-0.045843581712826900,0.2561433620956620,1.1032619233659800,1.1620074123693500,1.0675747622799700,0.032037554792362100,0.0660057596382071,0.054107387239721300,-0.05256027277950890,-0.0015471144602123800
SAOUHSC_00003,0.1446716760851890,0.056996351110038600,0.024143067657570700,-0.17107409443181400,0.14693102677424400,-0.9209910209795550,0.16784127777507500,0.4206187363356570,-0.03694527567996180,0.4911077428899860,0.0872177056903709,-0.08721770569037270,0.01401481850392910,0.6144843578789540,-0.15535141815878000,0.08292578069258650,0.0724256374661918,-0.14281700380867200,0.14281700380867200,1.672354835333490,1.5848900533877700,0.5428479366579190,0.4125094807863730,-0.09594871159564370,0.09594871159564460,-0.137643884970581,-0.20567766492330100,-0.3536266280534490,0.33013797420202800,0.36681020374529900,0.7707580800280600,0.9422869781742380,-0.032055426384168600,0.03205542638417040,0.4971342168649000,0.30149576827319,0.03024813791118500,-0.09458452495081100,-0.10924830190356100,-0.8718097542293670,-0.4322709115635790,-0.500795233486997,0.2917625888734020,0.05242337592799910,0.5144743053597530,-0.21790286727171800,0.2036066197220730,-0.4228810369855300,0.12460496094602300,0.31983090074393600,0.6258859153621950,0.30230604484856200,0.1956562328649450,-0.014169993438613900,0.014169993438613900,-0.687503127672553,-0.9523264730005960,-0.38676557782620500,-0.6288678629717120,-0.6900516126357830,-0.03452140587796220,-0.030986077768949000,0.05746465725411910,0.22141267450908600,0.008744124100996230,-0.06338070213981520,-0.08066080421637170,0.14404150635618200
SAOUHSC_00004,0.09256926362464310,-0.015704004593692000,0.10244197061058100,-0.223427359095135,0.12098538848455400,0.7248143204405880,0.30878296973485700,0.3783187849255290,-0.5348556220833430,-0.06392816252665770,-0.03892289055927560,0.03892289055927560,0.051695991952316300,0.49864107689428200,-0.06488309768356080,0.09468515379916910,-0.02980205611560650,-0.04847564469640450,0.048475644696406300,1.4606274717358800,1.2214214311917100,0.38929470737524100,0.27133222075708300,-0.18930193584073000,0.18930193584073000,-0.14778853009561000,-0.321371383848005,-0.41832786548767700,0.37914418018788300,0.5083435992434100,0.7646279081072270,1.0499499238875000,0.22334905970123500,-0.22334905970123700,-0.07128487659635850,0.33040109523122400,-0.29463233019814800,-0.45824153167198000,-0.5087807040309350,-0.33213358498501000,-0.48196035514565600,-0.20552855081838900,-0.04928874839173330,-0.45705434578598400,-0.12095776740338900,-0.03337570378188740,0.005065847016794580,-0.16570353415158200,-0.263419985541562,-0.1827139259145230,0.0444108566688719,-0.04770613680785200,-0.4781679085188400,-0.009320391882654990,0.009320391882656760,-0.19656660595877400,-0.3102105703703500,0.050519219437198600,0.02134943860814080,0.04668702520874210,0.7273313615871080,0.915175173088068,0.8398900829433630,0.19552701790969900,-0.011058006844198300,0.03608531754803580,0.05953885151602200,-0.09562416906405960
SAOUHSC_00005,-0.11319530382989500,-0.17917474706679000,-0.0562729646673672,-0.012763829601395200,0.06903679426876060,1.3949922753567300,0.2782574609161400,0.1299723681374290,-0.012646574923811800,0.04205946395802230,-0.0284530644246086,0.0284530644246086,-0.02313004672404160,0.46772336637214800,-0.06355027351070500,0.016719865559247500,0.04683040795145740,-0.08199130903615350,0.0819913090361517,1.2366086402007200,1.0164072902353500,0.5533656833665230,0.1371176287749710,-0.15931300150304100,0.15931300150304200,-0.02241538072991920,-0.38420685575797500,-0.27738587338885300,0.24890239413007400,0.4351057157466710,0.7433497600080320,1.01838997288338,0.2696801729297200,-0.2696801729297200,-0.20866864462990100,0.3361949114131180,-0.6053783674939450,-0.6008999148117410,-0.6815648870752970,-0.11585502555162100,-0.29222508677552400,-0.3278009869702480,-0.4046694178470160,-0.5849062046337080,-0.3329466643023600,-0.16239769649511600,-0.06777169704229810,-0.25573091500654900,-0.4333317262584090,-0.09080232369519690,-0.4330854544064130,-0.13647530902452800,-0.4239381384240440,-0.07805385201012790,0.07805385201012790,1.3747181481839100,1.2580312280107900,1.6169072838852700,1.5471162356600100,1.5133661851867500,1.1279229343440200,1.1733077869353200,1.4092012441552500,0.1902394607600880,-0.24508291335195800,0.06768671515295030,0.10791910819314600,-0.17560582334609400
SAOUHSC_00006,0.06607189199032690,0.0606216792145684,-0.09558947561664240,-0.06931907833713600,0.16490855395378000,0.6981504846703540,0.12126836991212500,0.3834936700112620,-0.49933035982951200,-0.09811307900331200,0.001780948593147260,-0.001780948593147260,-0.02075203304167240,0.3089123796765390,-0.09420332016004450,0.05654138239556340,0.037661937764481100,-0.0560998737735634,0.05609987377356520,1.1694890592608800,1.0166610380759000,0.6727258138532020,0.24113582112174300,-0.11228289659894800,0.11228289659894800,-0.27608920946948400,-0.2801298986039280,-0.1398874211558140,0.2675937153732250,0.42851281385600400,0.6839977384122290,0.9292263367999530,0.3675182034510630,-0.3675182034510620,0.4678090664067900,0.4900022986307530,0.2102915795655650,0.14851218662552900,0.16711049358954900,0.30840576964326500,0.17284286456962200,0.45617681316207700,0.7168944061427900,0.4143260073126950,0.38414920291197100,0.5096871108047550,0.6788839030408450,0.41880554566912700,0.46966134362159200,0.5512684962727550,0.7717161054606510,0.579046388773321,0.18189195320362300,0.10447479284131900,-0.10447479284131900,0.32497933939146500,0.1856188174011620,0.5774471660934890,0.36658749593212100,0.33214059991693600,0.8896178629001580,1.0230803647947700,1.0573714525996900,0.32884983501554500,-0.034103789762467000,0.10386036050164200,0.0731624591941209,-0.17702281969576100
SAOUHSC_00007,0.11132868880432700,0.270904819610017,-0.04395099341782240,-0.22213322773590400,0.26608422115372700,-0.17060481088893300,0.23695240112301100,0.24821510291516800,-0.14994777641019500,-0.3360941276755390,0.06351480106999220,-0.06351480106999040,-0.3343653830265710,-0.62485623562978,0.20473546112867500,-0.1304503513743650,-0.07428510975431020,-0.12393927108752900,0.12393927108753000,-0.8998281335418860,-0.39778623089867500,0.3335454580972930,0.4066987691656100,-0.14444542498931900,0.14444542498931900,-0.935411912208032,-1.0735279377372300,-1.007631152249600,1.4486894296497900,1.567881572545070,-0.5551723697391530,-0.34691425785015900,-0.40581442392233300,0.40581442392233300,0.017566564663567000,-0.22086125737219800,1.144077370842870,0.5282371011630830,0.5747949730839950,-0.017307881164374100,0.003042039846217650,1.529830496004330,0.8357948480584640,1.3929647144692900,1.063334737096770,0.9585979988841570,0.9444924178686030,1.2526573643499800,1.130247288311490,0.8053838794727560,1.3347280833287000,0.6996363909948820,0.840029062797071,-0.29177313178185300,0.29177313178185400,-1.0294285080007800,-1.2938873473605900,-1.8733286679851300,-1.3263967511309900,-1.3849690720510900,-1.5461462377526000,-1.385227548965400,-1.4053064727200600,-0.6093310884632230,-0.6327085261055940,1.1124475928135800,-0.8606886236927960,-0.2517589691207850
SAOUHSC_00008,-0.0028074183539885700,0.1592182658593,-0.3804555020534490,0.15138802041275600,0.22906748164069200,-0.44634107100446900,0.1965902037202200,-0.19732882399270100,1.4188064717419900,0.922587540234622,-0.07264999947918410,0.07264999947918410,0.09553189972013780,0.25536236361240600,-0.1874026432710680,-0.0022050416792946900,0.1896076849503620,-0.329104057690897,0.32910405769089700,-0.3182321035722000,0.47564818073738700,-0.005740384589383310,0.16321464224124900,0.29797637039207200,-0.29797637039207200,-0.4218421988045530,-0.5413301628705480,-0.5369608454723480,0.9242942465989360,0.5758389605485160,-1.1391649351564800,-1.160795551814070,0.28833268764305000,-0.28833268764305000,0.24258480168965100,0.2570447271447470,0.10395544399722700,-0.7113550553671090,-0.7148781967908160,-0.7742480490647110,-0.8032098040458940,-1.5821001852848800,-0.9151693738227380,-0.8510483734821700,-1.1532858281015200,-1.4114269481560700,-0.8076673380765570,-1.6189540075516400,-1.2989085348894300,-0.5924402361745360,-1.5684019905078900,-1.6556164182686800,-1.5441565745260000,-0.05965738021675590,0.05965738021675590,0.6744525611402000,0.8103660025102670,0.41125157736991800,0.9915791374649830,1.126113127344470,4.091013004984330,4.172966904442030,4.177547127813670,0.29450592953352400,0.20463919641542000,-0.5676741216638430,0.33598224695169000,0.23169187471215300
SAOUHSC_00009,0.031479015927791600,0.15135954570297800,-0.001462059994375760,-0.15872706491255700,0.1601891249069340,-0.41137275093164300,0.12425565958022100,0.23573904029128400,-1.279641670655810,-1.1051916256584200,-0.05303705388461390,0.05303705388461390,0.34042571481611900,0.12167472652742400,-0.2245176384179000,0.0465444162169657,0.17797322220093600,-0.2833468041122600,0.2833468041122590,-0.5064758469405170,-0.17719966683728300,0.5095256827293630,0.3045155574894930,-0.0467805600066864,0.04678056000668730,-0.1929374488664630,-0.24264191936176400,-0.4991002710705670,0.4251290637612360,0.5095505755375630,-0.5407008012196310,-0.41002533007293900,-0.05247424634610100,0.05247424634610100,0.6857346396322000,0.43840927985916300,0.4816035371208060,0.8659939997732400,0.8451698753224760,0.36964795487127800,0.3696144262418690,0.3125727153996160,0.4481696130683960,0.5681281078871910,0.31276791433124300,0.22923450809391200,0.41741557794813700,0.19492250507886100,0.3833224027959260,0.6904359503138340,0.4745844872573100,0.3405605074264940,0.46030408938813300,-0.12690671772372700,0.12690671772372800,1.3528292001691100,1.1410984110491900,1.176691635812610,1.1457550018650200,1.328059840910020,1.033152473878970,1.1014956171523800,1.036297898072650,0.08309041745774340,-0.49564224063574400,0.3738247004220320,-0.008027910708397810,-0.3657967897136350
SAOUHSC_00010,-0.049635300529683200,0.01063418209874010,0.13510485150992000,-0.31072856972345100,0.1756237182135290,0.2907681087268910,0.20569393089959000,0.27475252434014500,-0.05304494835237430,-0.7260144009550330,-0.08546423714156860,0.08546423714156950,-0.36540646505317400,-0.3354914521158600,-0.5488261542788780,0.3349028519973640,0.21392330228151200,-0.16125786725113400,0.161257867251134,-0.17602720375380900,0.3592468501382580,0.35024668527965500,0.3950399031650860,-0.1507632183197850,0.1507632183197850,0.3924486033477430,-0.3486518771116660,-0.18580168926691200,-0.04482104377001410,0.18682600680084800,-0.8925308496517910,-0.8513362644159220,-0.1320500090810220,0.1320500090810220,-0.0035094551936358800,0.04067325891027100,-0.197617291633164,0.2981249788528250,0.6871764154679130,-0.16360773726088000,0.3092767018413460,0.7072050491024570,0.5002733830344890,0.2860696547190330,0.7289247400592250,-0.011419499983980500,0.4197036327837710,0.5855769521437420,0.2695267761621120,0.35524222889758600,0.38596785345785400,0.21153983361984300,0.3790436989914320,-0.01169674959713070,0.01169674959713070,2.4497564152765200,2.290515871512690,2.265063351248810,2.022134598657210,2.1888755763583200,-0.256034874086585,-0.3208581136172070,-0.3675076360166120,-0.16378760811981900,0.21921225539191600,-0.2900883462291320,0.06629546196323590,0.22379288426589400
